seed: 4, algorithm: FedSGD, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, batch_size: 64, learning_rate: 0.01, model: lenet, dataset: MNIST, distribution: non-iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.2, cache_partition: False, gpu_idx: [1], num_workers: 0, record_time: False, my_exp: True, show_3d: False, epochs: 200, predict_epochs: 1, predict_alpha: 0.8, num_clients: 30, num_adv: 6, attack: MyAttack, defense: Mean, attack_params: None, defense_params: None, benchmark: False, num_training_sample: 60000, num_channels: 1, num_classes: 10, mean: (0.1307,), std: (0.3081,), device: cuda:1, output: ./logs/FedSGD/MNIST_lenet/non-iid/MyAttack_Mean/200_30_6_0.01_2025-02-21_11:03:25.txt

Started on Fri Feb 21 11:03:25 2025
Generating new indices
Doing non-iid partition
dirichlet alpha: 0.2
non-iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  	Train Acc: 0.1026	Train loss: 0.0360	Test Acc: 0.1183	Test loss: 0.5877
Epoch 1  	Train Acc: 0.1266	Train loss: 0.5952	Test Acc: 0.1876	Test loss: 0.2255
Epoch 2  	Train Acc: 0.1932	Train loss: 0.2265	Test Acc: 0.0656	Test loss: 0.5079
Epoch 3  	Train Acc: 0.0677	Train loss: 0.5020	Test Acc: 0.0936	Test loss: 0.6358
Epoch 4  	Train Acc: 0.1224	Train loss: 0.6400	Test Acc: 0.1084	Test loss: 0.7956
Epoch 5  	Train Acc: 0.1177	Train loss: 0.8321	Test Acc: 0.1044	Test loss: 0.2341
Epoch 6  	Train Acc: 0.0995	Train loss: 0.2941	Test Acc: 0.1383	Test loss: 0.1096
Epoch 7  	Train Acc: 0.1490	Train loss: 0.1132	Test Acc: 0.1392	Test loss: 0.0732
Epoch 8  	Train Acc: 0.1453	Train loss: 0.0739	Test Acc: 0.1349	Test loss: 0.0587
Epoch 9  	Train Acc: 0.1219	Train loss: 0.0595	Test Acc: 0.1255	Test loss: 0.0504
Epoch 10 	Train Acc: 0.1101	Train loss: 0.0525	Test Acc: 0.1002	Test loss: 0.0466
Epoch 11 	Train Acc: 0.0979	Train loss: 0.0476	Test Acc: 0.0789	Test loss: 0.0453
Epoch 12 	Train Acc: 0.0802	Train loss: 0.0450	Test Acc: 0.0696	Test loss: 0.0444
Epoch 13 	Train Acc: 0.0593	Train loss: 0.0509	Test Acc: 0.1205	Test loss: 0.0437
Epoch 14 	Train Acc: 0.1263	Train loss: 0.0466	Test Acc: 0.1304	Test loss: 0.0431
Epoch 15 	Train Acc: 0.1604	Train loss: 0.0428	Test Acc: 0.1299	Test loss: 0.0425
Epoch 16 	Train Acc: 0.1526	Train loss: 0.0437	Test Acc: 0.1301	Test loss: 0.0421
Epoch 17 	Train Acc: 0.1694	Train loss: 0.0477	Test Acc: 0.1266	Test loss: 0.0416
Epoch 18 	Train Acc: 0.1651	Train loss: 0.0563	Test Acc: 0.1235	Test loss: 0.0412
Epoch 19 	Train Acc: 0.1408	Train loss: 0.0442	Test Acc: 0.1217	Test loss: 0.0407
Epoch 20 	Train Acc: 0.1490	Train loss: 0.0475	Test Acc: 0.1196	Test loss: 0.0402
Epoch 21 	Train Acc: 0.1427	Train loss: 0.0403	Test Acc: 0.1185	Test loss: 0.0397
Epoch 22 	Train Acc: 0.1550	Train loss: 0.0400	Test Acc: 0.1164	Test loss: 0.0393
Epoch 23 	Train Acc: 0.1509	Train loss: 0.0435	Test Acc: 0.1169	Test loss: 0.0389
Epoch 24 	Train Acc: 0.1481	Train loss: 0.0432	Test Acc: 0.1162	Test loss: 0.0385
Epoch 25 	Train Acc: 0.1453	Train loss: 0.0385	Test Acc: 0.1168	Test loss: 0.0382
Epoch 26 	Train Acc: 0.1448	Train loss: 0.0377	Test Acc: 0.1164	Test loss: 0.0380
Epoch 27 	Train Acc: 0.1574	Train loss: 0.0458	Test Acc: 0.1180	Test loss: 0.0378
Epoch 28 	Train Acc: 0.1478	Train loss: 0.0375	Test Acc: 0.0906	Test loss: 0.0376
Epoch 29 	Train Acc: 0.1098	Train loss: 0.0390	Test Acc: 0.0938	Test loss: 0.0375
